-4.094785041293072135e-07,1.099239585550967316e-06
-3.064778632601655403e-07,1.166240928324405331e-06
-3.014767951449334694e-07,9.562399365031158368e-07
-4.804776496371166035e-07,9.382402874552640078e-07
-5.664799994906357587e-07,1.127239463480655290e-06
-4.874776191195445262e-07,1.306240317972841812e-06
-2.794774360140721042e-07,1.357240913065613686e-06
-1.134770698031333370e-07,1.239240882548035182e-06
-7.747777170742967904e-08,1.064239738138858196e-06
-1.584790534457099871e-07,9.452402569376851542e-07
-4.164784736117283599e-07,9.002401806437398892e-07
-6.614774054964955895e-07,9.542410351359267612e-07
-7.034772223910224680e-07,1.052240607889832975e-06
-7.204793281039145324e-07,1.174240348490417627e-06
-6.354802436312628495e-07,1.350240943583192539e-06
-4.874776191195445262e-07,1.490240333231629020e-06
-2.874768561800911766e-07,1.499241111429874015e-06
-8.447774118985082546e-08,1.369240043314638906e-06
9.152094655428931339e-08,1.093240974100772092e-06
1.035219841519425307e-07,8.892405010783092066e-07
1.051966481600222908e-08,6.622412182413971941e-07
2.352015309725337226e-08,4.562399365031138477e-07
-8.047993845547945059e-08,3.922407604777256040e-07
-1.774800605257911270e-07,4.052412487589733591e-07
-2.134793586214947850e-07,5.242407299601464007e-07
-3.154805488070385323e-07,5.452406384074098399e-07
-3.854802436312567727e-07,8.452398754679584794e-07
-3.474782294711012691e-07,8.942396618449098924e-07
-2.914784736117320978e-07,9.462397076212796920e-07
-9.547932810391289308e-08,1.075239417704285490e-06
1.165224724331936738e-07,1.126240012797060752e-06
2.925211601773338127e-07,1.116239783915224607e-06
4.435221367398323612e-07,1.041240928324402293e-06
5.815226250210865427e-07,9.392397381388551574e-07
6.165224724331922748e-07,8.032400585734282127e-07
6.455218010464747864e-07,5.082399822794802591e-07
5.955225639859288355e-07,2.932398296915900788e-07
4.995218925992083087e-07,9.724068418377765041e-08
2.955195122281140379e-07,-3.175902589922814786e-08
2.325197868863169439e-07,-1.177594684041125299e-07
4.152170949374336256e-08,-1.217591784871186779e-07
-2.414792365511793707e-07,-8.275962099200340964e-08
-4.764798469027452287e-07,-3.276038393145407068e-08
-6.584790534457153643e-07,1.172411419474499400e-07
-7.294781989535247544e-07,2.632410503947164176e-07
-7.384770698031349763e-07,5.062410809122945717e-07
-7.194798774203233827e-07,6.702406384074128783e-07
-6.274770087679810071e-07,8.302404858195216487e-07
-5.274785346468823292e-07,9.212400890910067165e-07
-2.274792975863370779e-07,9.752409435831935886e-07
-7.047780222500853262e-08,9.962408520304570278e-07
1.105219536343636771e-07,9.892408825480358814e-07
2.685228996792901482e-07,9.322397686564340110e-07
3.875223808804564136e-07,8.512403942667850880e-07
5.275217705288928944e-07,7.302401043497949739e-07
6.005198174038981363e-07,5.672399975382712051e-07
6.235224419156134212e-07,4.692404247843649909e-07
5.885225945035076891e-07,1.592409588419802066e-07
5.165201836148308268e-07,1.024079099530211877e-08
4.675203972378828019e-07,-1.837594531453212341e-07
3.275210075894463210e-07,-2.727601550496206145e-07
8.952204518710023783e-08,-3.537595294392695375e-07
-6.247838205899623656e-08,-3.707597278035268287e-07
-2.584775275668086650e-07,-3.427598498738388549e-07
-4.554799384554817894e-07,-2.437589190877067179e-07
-5.844777411898562027e-07,-8.975959047442455606e-08
-7.304776496371226803e-07,1.272394634806546998e-07
-8.464787787875087204e-07,3.262407757365135116e-07
-8.794797248324321532e-07,5.372412182413941557e-07
-8.744786567172000823e-07,8.672411419474512296e-07
-8.134778327425852876e-07,1.044241187723817291e-06
-7.154782599886824615e-07,1.219240424784362892e-06
-4.714787787875131578e-07,1.340240714701356394e-06
-3.004773444613355435e-07,1.455240485819519900e-06
-1.544774360140758421e-07,1.495239493998233094e-06
7.652155690584909464e-08,1.515239951761901996e-06
3.475214653531118344e-07,1.475240943583192190e-06
5.015207939663973843e-07,1.372240302714050516e-06
5.465227776089740344e-07,1.225240943583192889e-06
6.705195122281163767e-07,1.099239585550967316e-06
7.915217094937412640e-07,1.053240058573427513e-06
